"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2001","Total","Female","Bijapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","110800","1"
"India","2001","Total","Female","Bijapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","123475","1"
"India","2001","Total","Female","Bikaner","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","246623","1"
"India","2001","Total","Female","Bilaspur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","132176","1"
"India","2001","Total","Female","Bilaspur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","160942","1"
"India","2001","Total","Female","Birnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","55895","1"
"India","2001","Total","Female","Bokaro Steel City","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","180574","1"
"India","2001","Total","Female","Bokaro Steel City","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","228811","1"
"India","2001","Total","Female","Bommanahalli","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","93544","1"
"India","2001","Total","Female","Botad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","47442","1"
"India","2001","Total","Female","Brahmapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","147438","1"
"India","2001","Total","Female","Budaun","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","69888","1"
"India","2001","Total","Female","Bulandshahar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","82894","1"
"India","2001","Total","Female","Burhanpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","93974","1"
"India","2001","Total","Female","Byatarayanapura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","86236","1"
"India","2001","Total","Female","Chakdaha","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","49835","1"
"India","2001","Total","Female","Champdani","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","45404","1"
"India","2001","Total","Female","Chandannagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","78006","1"
"India","2001","Total","Female","Chandausi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","48622","1"
"India","2001","Total","Female","Chandigarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","358393","1"
"India","2001","Total","Female","Chandrapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","138248","1"
"India","2001","Total","Female","Chapra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","83696","1"
"India","2001","Total","Female","Chennai","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","2124106","1"
"India","2001","Total","Female","Chennai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","3204718","1"
"India","2001","Total","Female","Cherthala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","72802","1"
"India","2001","Total","Female","Chhatarpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","50657","1"
"India","2001","Total","Female","Chhindwara","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","58663","1"
"India","2001","Total","Female","Chhindwara","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","73663","1"
"India","2001","Total","Female","Chikmagalur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","49557","1"
"India","2001","Total","Female","Chirala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","83340","1"
"India","2001","Total","Female","Chirkunda","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","49691","1"
"India","2001","Total","Female","Chitradurga","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","59857","1"
"India","2001","Total","Female","Chitradurga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","61058","1"
"India","2001","Total","Female","Chittoor","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","75775","1"
"India","2001","Total","Female","Churu","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","48795","1"
"India","2001","Total","Female","Coimbatore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","452945","1"
"India","2001","Total","Female","Coimbatore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","712763","1"
"India","2001","Total","Female","Coonoor","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","50282","1"
"India","2001","Total","Female","Cuddalore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","78622","1"
"India","2001","Total","Female","Cuddapah","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","62836","1"
"India","2001","Total","Female","Cuddapah","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","129282","1"
"India","2001","Total","Female","Cuttack","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","248816","1"
"India","2001","Total","Female","Cuttack","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","273081","1"
"India","2001","Total","Female","Dallo Pura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","61259","1"
"India","2001","Total","Female","Damoh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","53223","1"
"India","2001","Total","Female","Damoh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","60646","1"
"India","2001","Total","Female","Darbhanga","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","124971","1"
"India","2001","Total","Female","Darjiling","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","51234","1"
"India","2001","Total","Female","Darjiling","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","52061","1"
"India","2001","Total","Female","Dasarahalli","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","121031","1"
"India","2001","Total","Female","Davanagere","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","176536","1"
"India","2001","Total","Female","Dehradun","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","202128","1"
"India","2001","Total","Female","Dehradun","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","247199","1"
"India","2001","Total","Female","Dehri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","55517","1"
"India","2001","Total","Female","Delhi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","4466675","1"
"India","2001","Total","Female","Delhi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","5808099","1,2"
"India","2001","Total","Female","Delhi Cantonment","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","49090","1"
"India","2001","Total","Female","Deoghar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","51083","1"
"India","2001","Total","Female","Deoli","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","52874","1"
"India","2001","Total","Female","Deoria","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","49546","1"
"India","2001","Total","Female","Dewas","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","110597","1"
"India","2001","Total","Female","Dhanbad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","90746","1"
"India","2001","Total","Female","Dhanbad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","486177","1"
"India","2001","Total","Female","Dharmavaram","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","50572","1"
"India","2001","Total","Female","Dhule","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","163983","1"
"India","2001","Total","Female","Dibrugarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","56775","1"
"India","2001","Total","Female","Dibrugarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","64354","1"
"India","2001","Total","Female","Dinapur Nizamat","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","61757","1"
"India","2001","Total","Female","Dindigul","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","97831","1"
"India","2001","Total","Female","Dohad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","54384","1"
"India","2001","Total","Female","Dum Dum","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","48406","1"
"India","2001","Total","Female","Durg","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","113202","1"
"India","2001","Total","Female","Durgapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","229684","1"
"India","2001","Total","Female","Durg-Bhilai Nagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","445560","1"
"India","2001","Total","Female","Eluru","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","97272","1"
"India","2001","Total","Female","Eluru","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","110328","1"
"India","2001","Total","Female","English Bazar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","78611","1"
"India","2001","Total","Female","English Bazar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","109059","1"
"India","2001","Total","Female","Erode","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","74079","1"
"India","2001","Total","Female","Erode","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","191064","1"
"India","2001","Total","Female","Etah","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","50347","1"
"India","2001","Total","Female","Etawah","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","98704","1"
"India","2001","Total","Female","Faizabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","68770","1"
"India","2001","Total","Female","Faizabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","93832","1"
"India","2001","Total","Female","Faridabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","474869","1"
"India","2001","Total","Female","Farrukhabad-cum-Fatehgarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","107504","1"
"India","2001","Total","Female","Farrukhabad-cum-Fatehgarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","113354","1"
"India","2001","Total","Female","Fatehpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","72067","1"
"India","2001","Total","Female","Firozabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","130839","1"
"India","2001","Total","Female","Firozabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","202064","1"
"India","2001","Total","Female","Gadag-Betigeri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","76269","1"
"India","2001","Total","Female","Gajuwaka","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","125711","1"
"India","2001","Total","Female","Gandhidham","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","72314","1"
"India","2001","Total","Female","Gandhinagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","92109","1"
"India","2001","Total","Female","Ganganagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","95392","1"
"India","2001","Total","Female","Ganganagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","100993","1"
"India","2001","Total","Female","Gangawati","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","50181","1"
"India","2001","Total","Female","Gaya","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","180949","1"
"India","2001","Total","Female","Gaya","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","184535","1"
"India","2001","Total","Female","Ghatlodiya","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","50465","1"
"India","2001","Total","Female","Ghaziabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","447230","1"
"India","2001","Total","Female","Ghazipur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","48927","1"
"India","2001","Total","Female","Giridih","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","50144","1"
"India","2001","Total","Female","Godhra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","58703","1"
"India","2001","Total","Female","Godhra","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","63203","1"
"India","2001","Total","Female","Gonda","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","54094","1"
"India","2001","Total","Female","Gondiya","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","59484","1"
"India","2001","Total","Female","Gorakhpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","292894","1"
"India","2001","Total","Female","Gudivada","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","57187","1"
"India","2001","Total","Female","Gudiyatham","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","50321","1"
"India","2001","Total","Female","Gulbarga","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","203160","1"
"India","2001","Total","Female","Gulbarga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","206671","1"
"India","2001","Total","Female","Guna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","64637","1"
"India","2001","Total","Female","Guntakal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","57892","1"
"India","2001","Total","Female","Guntur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","256686","1"
"India","2001","Total","Female","Gurgaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","80021","1"
"India","2001","Total","Female","Gurgaon","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","105443","1"
"India","2001","Total","Female","Guruvayur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","74127","1"
"India","2001","Total","Female","Guwahati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","369607","1"
"India","2001","Total","Female","Guwahati","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","372498","1"
"India","2001","Total","Female","Gwalior","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","384683","1"
"India","2001","Total","Female","Gwalior","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","400491","1"
"India","2001","Total","Female","Habra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","62461","1"
"India","2001","Total","Female","Habra","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","117578","1"
"India","2001","Total","Female","Hajipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","55574","1"
"India","2001","Total","Female","Haldia","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","80780","1"
"India","2001","Total","Female","Haldwani-cum-Kathgodam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","60260","1"
"India","2001","Total","Female","Haldwani-cum-Kathgodam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","74355","1"
"India","2001","Total","Female","Halisahar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","57359","1"
"India","2001","Total","Female","Hanumangarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","60024","1"
"India","2001","Total","Female","Haora","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","460464","1"
"India","2001","Total","Female","Hapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","98808","1"
"India","2001","Total","Female","Hardoi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","52610","1"
"India","2001","Total","Female","Hardwar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","80604","1"
"India","2001","Total","Female","Hardwar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","101533","1"
"India","2001","Total","Female","Hassan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","56831","1"
"India","2001","Total","Female","Hassan","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","65020","1"
"India","2001","Total","Female","Hathras","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","57466","1"
"India","2001","Total","Female","Hathras","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","58919","1"
"India","2001","Total","Female","Hazaribag","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","59369","1"
"India","2001","Total","Female","Hazaribag","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","63185","1"
"India","2001","Total","Female","Hindupur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","60942","1"
"India","2001","Total","Female","Hisar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","116606","1"
"India","2001","Total","Female","Hisar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","119391","1"
"India","2001","Total","Female","Hoshiarpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","70214","1"
"India","2001","Total","Female","Hospet","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","80473","1"
"India","2001","Total","Female","Hubli-Dharwad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","383110","1"
"India","2001","Total","Female","Hugli-Chinsurah","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","83418","1"
"India","2001","Total","Female","Hyderabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1754419","1"
"India","2001","Total","Female","Hyderabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","2768564","1"
"India","2001","Total","Female","Ichalkaranji","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","121547","1"
"India","2001","Total","Female","Ichalkaranji","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","134883","1"
"India","2001","Total","Female","Imphal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","111677","1"
"India","2001","Total","Female","Imphal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","126375","1"
"India","2001","Total","Female","Indore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","700428","1"
"India","2001","Total","Female","Indore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","720245","1"
"India","2001","Total","Female","Itarsi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","51484","1"
"India","2001","Total","Female","Jabalpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","444005","1"
"India","2001","Total","Female","Jabalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","517962","1"
"India","2001","Total","Female","Jagadhri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","45446","1"
"India","2001","Total","Female","Jagdalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","50214","1"
"India","2001","Total","Female","Jaipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1084810","1"
"India","2001","Total","Female","Jalandhar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","326604","1"
"India","2001","Total","Female","Jalandhar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","330453","1"
"India","2001","Total","Female","Jalgaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","175122","1"
"India","2001","Total","Female","Jalna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","113873","1"
"India","2001","Total","Female","Jalpaiguri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","49719","1"
"India","2001","Total","Female","Jammu","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","171003","1"
"India","2001","Total","Female","Jammu","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","277711","1"
"India","2001","Total","Female","Jamnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","210673","1"
"India","2001","Total","Female","Jamnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","264788","1"
"India","2001","Total","Female","Jamshedpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","271663","1"
"India","2001","Total","Female","Jamshedpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","522884","1"
"India","2001","Total","Female","Jamuria","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","60789","1"
"India","2001","Total","Female","Jaunpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","75852","1"
"India","2001","Total","Female","Jetpur Navagadh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","49544","1"
"India","2001","Total","Female","Jhansi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","180899","1"
"India","2001","Total","Female","Jhansi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","216109","1"
"India","2001","Total","Female","Jhunjhunun","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","47704","1"
"India","2001","Total","Female","Jind","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","62448","1"
"India","2001","Total","Female","Jodhpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","396976","1"
"India","2001","Total","Female","Jodhpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","401620","1"
"India","2001","Total","Female","Jorhat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","64601","1"
"India","2001","Total","Female","Junagadh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","81535","1"
"India","2001","Total","Female","Junagadh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","121647","1"
"India","2001","Total","Female","Kaithal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","54187","1"
"India","2001","Total","Female","Kakinada","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","149853","1"
"India","2001","Total","Female","Kakinada","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","189797","1"
"India","2001","Total","Female","Kalol","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","46898","1"
"India","2001","Total","Female","Kalol","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","52474","1"
"India","2001","Total","Female","Kalyan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","560004","1"
"India","2001","Total","Female","Kamarhati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","145952","1"
"India","2001","Total","Female","Kamptee","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","65221","1"
"India","2001","Total","Female","Kancheepuram","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","76071","1"
"India","2001","Total","Female","Kancheepuram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","93665","1"
"India","2001","Total","Female","Kanchrapara","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","60927","1"
"India","2001","Total","Female","Kanhangad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","33876","1"
"India","2001","Total","Female","Kanhangad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","67365","1"
"India","2001","Total","Female","Kannur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","261099","1"
"India","2001","Total","Female","Kanpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1177216","1"
"India","2001","Total","Female","Kanpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1250413","1"
"India","2001","Total","Female","Kapra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","76423","1"
"India","2001","Total","Female","Karaikkudi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","63238","1"
"India","2001","Total","Female","Karawal Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","68129","1"
"India","2001","Total","Female","Karimnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100317","1"
"India","2001","Total","Female","Karimnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","106427","1"
"India","2001","Total","Female","Karnal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","97045","1"
"India","2001","Total","Female","Karnal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","103361","1"
"India","2001","Total","Female","Karur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","76158","1"
"India","2001","Total","Female","Katihar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","81582","1"
"India","2001","Total","Female","Katihar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","88712","1"
"India","2001","Total","Female","Khammam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","78970","1"
"India","2001","Total","Female","Khammam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","97690","1"
"India","2001","Total","Female","Khandwa","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","83292","1"
"India","2001","Total","Female","Khanna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","47823","1"
"India","2001","Total","Female","Kharagpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","91040","1"
"India","2001","Total","Female","Kharagpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","132135","1"
"India","2001","Total","Female","Khardaha","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","55256","1"
"India","2001","Total","Female","Khargone","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","49527","1"
"India","2001","Total","Female","Kirari Suleman Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","69271","1"
"India","2001","Total","Female","Kishangarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","55147","1"
"India","2001","Total","Female","Koch Bihar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","50733","1"
"India","2001","Total","Female","Kochi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","300819","1"
"India","2001","Total","Female","Kochi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","685632","1"
"India","2001","Total","Female","Kolar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","55847","1"
"India","2001","Total","Female","Kolhapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","237389","1"
"India","2001","Total","Female","Kolhapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","243283","1"
"India","2001","Total","Female","Kolkata (Calcutta)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","2072836","1"
"India","2001","Total","Female","Kolkata (Calcutta)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","6141559","1,3"
"India","2001","Total","Female","Kollam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","183883","1"
"India","2001","Total","Female","Kollam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","193167","1"
"India","2001","Total","Female","Korba","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","150922","1"
"India","2001","Total","Female","Kota","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","325865","1"
"India","2001","Total","Female","Kota","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","330056","1"
"India","2001","Total","Female","Kothagudem","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","52948","1"
"India","2001","Total","Female","Kottayam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","87918","1"
"India","2001","Total","Female","Kozhikode","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","224668","1"
"India","2001","Total","Female","Kozhikode","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","451084","1"
"India","2001","Total","Female","Krishnanagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","68534","1"
"India","2001","Total","Female","Krishnanagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","73214","1"
"India","2001","Total","Female","Krishnarajapura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","88798","1"
"India","2001","Total","Female","Kukatpalle","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","138958","1"
"India","2001","Total","Female","Kulti","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","137082","1"
"India","2001","Total","Female","Kumbakonam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","70169","1"
"India","2001","Total","Female","Kumbakonam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","80579","1"
"India","2001","Total","Female","Kurnool","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","132503","1"
"India","2001","Total","Female","Kurnool","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","168783","1"
"India","2001","Total","Female","Lal Bahadur Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","130022","1"
"India","2001","Total","Female","Lakhimpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","56250","1"
"India","2001","Total","Female","Lalitpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","52899","1"
